Release, Total, TP, FN, TN, FOR, noise, Recall, Total Releases,Relative,Project
37,4815.0,585.0,199.0,4031.0,0.047044917257683214,0.04132917964693666,0.7461734693877551,118,0.3076923076923077,CONNECTORS
38,4815.0,585.0,199.0,4031.0,0.047044917257683214,0.04132917964693666,0.7461734693877551,118,0.3162393162393162,CONNECTORS
39,4815.0,585.0,199.0,4031.0,0.047044917257683214,0.04132917964693666,0.7461734693877551,118,0.3247863247863248,CONNECTORS
40,4815.0,681.0,103.0,4031.0,0.024915336236090952,0.021391484942886813,0.8686224489795918,118,0.3333333333333333,CONNECTORS
41,4815.0,681.0,103.0,4031.0,0.024915336236090952,0.021391484942886813,0.8686224489795918,118,0.3418803418803419,CONNECTORS
42,4815.0,681.0,103.0,4031.0,0.024915336236090952,0.021391484942886813,0.8686224489795918,118,0.3504273504273504,CONNECTORS
43,4815.0,681.0,103.0,4031.0,0.024915336236090952,0.021391484942886813,0.8686224489795918,118,0.35897435897435903,CONNECTORS
44,4815.0,681.0,103.0,4031.0,0.024915336236090952,0.021391484942886813,0.8686224489795918,118,0.3675213675213676,CONNECTORS
45,4815.0,681.0,103.0,4031.0,0.024915336236090952,0.021391484942886813,0.8686224489795918,118,0.3760683760683761,CONNECTORS
46,4815.0,687.0,97.0,4031.0,0.023498062015503876,0.020145379023883695,0.8762755102040817,118,0.38461538461538464,CONNECTORS
47,4815.0,693.0,91.0,4031.0,0.022076661814653082,0.01889927310488058,0.8839285714285714,118,0.3931623931623932,CONNECTORS
48,4815.0,705.0,79.0,4031.0,0.019221411192214113,0.01640706126687435,0.8992346938775511,118,0.4017094017094017,CONNECTORS
49,4815.0,705.0,79.0,4031.0,0.019221411192214113,0.01640706126687435,0.8992346938775511,118,0.41025641025641024,CONNECTORS
50,4815.0,705.0,79.0,4031.0,0.019221411192214113,0.01640706126687435,0.8992346938775511,118,0.4188034188034188,CONNECTORS
51,4815.0,705.0,79.0,4031.0,0.019221411192214113,0.01640706126687435,0.8992346938775511,118,0.4273504273504273,CONNECTORS
52,4815.0,705.0,79.0,4031.0,0.019221411192214113,0.01640706126687435,0.8992346938775511,118,0.4358974358974359,CONNECTORS
53,4815.0,705.0,79.0,4031.0,0.019221411192214113,0.01640706126687435,0.8992346938775511,118,0.4444444444444444,CONNECTORS
54,4815.0,705.0,79.0,4031.0,0.019221411192214113,0.01640706126687435,0.8992346938775511,118,0.45299145299145294,CONNECTORS
55,4815.0,705.0,79.0,4031.0,0.019221411192214113,0.01640706126687435,0.8992346938775511,118,0.4615384615384616,CONNECTORS
56,4815.0,705.0,79.0,4031.0,0.019221411192214113,0.01640706126687435,0.8992346938775511,118,0.4700854700854701,CONNECTORS
57,4821.0,717.0,73.0,4031.0,0.017787524366471734,0.015142086704003318,0.9075949367088607,118,0.4786324786324786,CONNECTORS
58,4821.0,723.0,67.0,4031.0,0.016349438750610054,0.013897531632441402,0.9151898734177215,118,0.4871794871794872,CONNECTORS
59,4821.0,723.0,67.0,4031.0,0.016349438750610054,0.013897531632441402,0.9151898734177215,118,0.4957264957264957,CONNECTORS
60,4821.0,723.0,67.0,4031.0,0.016349438750610054,0.013897531632441402,0.9151898734177215,118,0.5042735042735043,CONNECTORS
61,4821.0,723.0,67.0,4031.0,0.016349438750610054,0.013897531632441402,0.9151898734177215,118,0.5128205128205128,CONNECTORS
62,4821.0,723.0,67.0,4031.0,0.016349438750610054,0.013897531632441402,0.9151898734177215,118,0.5213675213675214,CONNECTORS
63,4821.0,723.0,67.0,4031.0,0.016349438750610054,0.013897531632441402,0.9151898734177215,118,0.5299145299145299,CONNECTORS
64,4821.0,723.0,67.0,4031.0,0.016349438750610054,0.013897531632441402,0.9151898734177215,118,0.5384615384615384,CONNECTORS
65,4838.0,753.0,54.0,4031.0,0.013219094247246021,0.011161637040099214,0.9330855018587361,118,0.5470085470085471,CONNECTORS
66,4838.0,753.0,54.0,4031.0,0.013219094247246021,0.011161637040099214,0.9330855018587361,118,0.5555555555555556,CONNECTORS
67,4838.0,753.0,54.0,4031.0,0.013219094247246021,0.011161637040099214,0.9330855018587361,118,0.5641025641025641,CONNECTORS
68,4838.0,759.0,48.0,4031.0,0.01176759009561167,0.009921455146754857,0.9405204460966543,118,0.5726495726495726,CONNECTORS
69,4838.0,759.0,48.0,4031.0,0.01176759009561167,0.009921455146754857,0.9405204460966543,118,0.5811965811965812,CONNECTORS
70,4838.0,765.0,42.0,4031.0,0.010311809477043948,0.0086812732534105,0.9479553903345725,118,0.5897435897435898,CONNECTORS
71,4838.0,765.0,42.0,4031.0,0.010311809477043948,0.0086812732534105,0.9479553903345725,118,0.5982905982905983,CONNECTORS
72,4838.0,765.0,42.0,4031.0,0.010311809477043948,0.0086812732534105,0.9479553903345725,118,0.6068376068376068,CONNECTORS
73,4838.0,765.0,42.0,4031.0,0.010311809477043948,0.0086812732534105,0.9479553903345725,118,0.6153846153846154,CONNECTORS
74,4838.0,765.0,42.0,4031.0,0.010311809477043948,0.0086812732534105,0.9479553903345725,118,0.6239316239316239,CONNECTORS
75,4838.0,765.0,42.0,4031.0,0.010311809477043948,0.0086812732534105,0.9479553903345725,118,0.6324786324786325,CONNECTORS
76,4838.0,765.0,42.0,4031.0,0.010311809477043948,0.0086812732534105,0.9479553903345725,118,0.6410256410256411,CONNECTORS
77,4838.0,777.0,30.0,4031.0,0.007387343018960847,0.0062009094667217855,0.9628252788104089,118,0.6495726495726496,CONNECTORS
78,4838.0,777.0,30.0,4031.0,0.007387343018960847,0.0062009094667217855,0.9628252788104089,118,0.6581196581196581,CONNECTORS
79,4838.0,777.0,30.0,4031.0,0.007387343018960847,0.0062009094667217855,0.9628252788104089,118,0.6666666666666666,CONNECTORS
80,4844.0,783.0,30.0,4031.0,0.007387343018960847,0.006193228736581338,0.9630996309963099,118,0.6752136752136753,CONNECTORS
81,4844.0,783.0,30.0,4031.0,0.007387343018960847,0.006193228736581338,0.9630996309963099,118,0.6837606837606838,CONNECTORS
82,4844.0,783.0,30.0,4031.0,0.007387343018960847,0.006193228736581338,0.9630996309963099,118,0.6923076923076923,CONNECTORS
83,4844.0,783.0,30.0,4031.0,0.007387343018960847,0.006193228736581338,0.9630996309963099,118,0.7008547008547008,CONNECTORS
84,4844.0,783.0,30.0,4031.0,0.007387343018960847,0.006193228736581338,0.9630996309963099,118,0.7094017094017094,CONNECTORS
85,4844.0,783.0,30.0,4031.0,0.007387343018960847,0.006193228736581338,0.9630996309963099,118,0.7179487179487181,CONNECTORS
86,4844.0,783.0,30.0,4031.0,0.007387343018960847,0.006193228736581338,0.9630996309963099,118,0.7264957264957265,CONNECTORS
87,4844.0,783.0,30.0,4031.0,0.007387343018960847,0.006193228736581338,0.9630996309963099,118,0.7350427350427351,CONNECTORS
88,4844.0,783.0,30.0,4031.0,0.007387343018960847,0.006193228736581338,0.9630996309963099,118,0.7435897435897436,CONNECTORS
89,4844.0,783.0,30.0,4031.0,0.007387343018960847,0.006193228736581338,0.9630996309963099,118,0.7521367521367521,CONNECTORS
90,4844.0,783.0,30.0,4031.0,0.007387343018960847,0.006193228736581338,0.9630996309963099,118,0.7606837606837606,CONNECTORS
91,4844.0,783.0,30.0,4031.0,0.007387343018960847,0.006193228736581338,0.9630996309963099,118,0.7692307692307693,CONNECTORS
92,4844.0,783.0,30.0,4031.0,0.007387343018960847,0.006193228736581338,0.9630996309963099,118,0.7777777777777778,CONNECTORS
93,4850.0,789.0,30.0,4031.0,0.007387343018960847,0.006185567010309278,0.9633699633699634,118,0.7863247863247863,CONNECTORS
94,4850.0,789.0,30.0,4031.0,0.007387343018960847,0.006185567010309278,0.9633699633699634,118,0.7948717948717948,CONNECTORS
95,4850.0,789.0,30.0,4031.0,0.007387343018960847,0.006185567010309278,0.9633699633699634,118,0.8034188034188035,CONNECTORS
96,4862.0,807.0,24.0,4031.0,0.00591861898890259,0.0049362402303578775,0.9711191335740073,118,0.811965811965812,CONNECTORS
97,4862.0,807.0,24.0,4031.0,0.00591861898890259,0.0049362402303578775,0.9711191335740073,118,0.8205128205128205,CONNECTORS
98,4862.0,807.0,24.0,4031.0,0.00591861898890259,0.0049362402303578775,0.9711191335740073,118,0.8290598290598291,CONNECTORS
99,4862.0,807.0,24.0,4031.0,0.00591861898890259,0.0049362402303578775,0.9711191335740073,118,0.8376068376068376,CONNECTORS
100,4862.0,819.0,12.0,4031.0,0.002968093000247341,0.0024681201151789387,0.9855595667870036,118,0.8461538461538461,CONNECTORS
101,4862.0,819.0,12.0,4031.0,0.002968093000247341,0.0024681201151789387,0.9855595667870036,118,0.8547008547008547,CONNECTORS
102,4862.0,819.0,12.0,4031.0,0.002968093000247341,0.0024681201151789387,0.9855595667870036,118,0.8632478632478633,CONNECTORS
103,4862.0,819.0,12.0,4031.0,0.002968093000247341,0.0024681201151789387,0.9855595667870036,118,0.8717948717948718,CONNECTORS
104,4862.0,819.0,12.0,4031.0,0.002968093000247341,0.0024681201151789387,0.9855595667870036,118,0.8803418803418803,CONNECTORS
105,4862.0,819.0,12.0,4031.0,0.002968093000247341,0.0024681201151789387,0.9855595667870036,118,0.8888888888888888,CONNECTORS
106,4862.0,819.0,12.0,4031.0,0.002968093000247341,0.0024681201151789387,0.9855595667870036,118,0.8974358974358975,CONNECTORS
107,4862.0,819.0,12.0,4031.0,0.002968093000247341,0.0024681201151789387,0.9855595667870036,118,0.9059829059829059,CONNECTORS
108,4862.0,819.0,12.0,4031.0,0.002968093000247341,0.0024681201151789387,0.9855595667870036,118,0.9145299145299144,CONNECTORS
109,4862.0,819.0,12.0,4031.0,0.002968093000247341,0.0024681201151789387,0.9855595667870036,118,0.9230769230769232,CONNECTORS
110,4862.0,825.0,6.0,4031.0,0.0014862521674510775,0.0012340600575894694,0.9927797833935018,118,0.9316239316239316,CONNECTORS
111,4862.0,825.0,6.0,4031.0,0.0014862521674510775,0.0012340600575894694,0.9927797833935018,118,0.9401709401709402,CONNECTORS
112,4862.0,825.0,6.0,4031.0,0.0014862521674510775,0.0012340600575894694,0.9927797833935018,118,0.9487179487179488,CONNECTORS
113,4862.0,825.0,6.0,4031.0,0.0014862521674510775,0.0012340600575894694,0.9927797833935018,118,0.9572649572649572,CONNECTORS
114,4862.0,825.0,6.0,4031.0,0.0014862521674510775,0.0012340600575894694,0.9927797833935018,118,0.9658119658119658,CONNECTORS
115,4862.0,825.0,6.0,4031.0,0.0014862521674510775,0.0012340600575894694,0.9927797833935018,118,0.9743589743589745,CONNECTORS
116,4862.0,825.0,6.0,4031.0,0.0014862521674510775,0.0012340600575894694,0.9927797833935018,118,0.9829059829059827,CONNECTORS
117,4862.0,831.0,0.0,4031.0,0.0,0.0,1.0,118,0.9914529914529916,CONNECTORS
118,4862.0,831.0,0.0,4031.0,0.0,0.0,1.0,118,1.0,CONNECTORS
2,0.0,0.0,0.0,0.0,/0,/0,/0,17,0.0625,CRUNCH
3,320.0,28.0,20.0,272.0,0.0684931506849315,0.0625,0.5833333333333334,17,0.125,CRUNCH
4,320.0,35.0,13.0,272.0,0.0456140350877193,0.040625,0.7291666666666666,17,0.1875,CRUNCH
5,335.0,52.0,11.0,272.0,0.038869257950530034,0.03283582089552239,0.8253968253968254,17,0.25,CRUNCH
6,345.0,66.0,7.0,272.0,0.025089605734767026,0.020289855072463767,0.9041095890410958,17,0.3125,CRUNCH
7,345.0,66.0,7.0,272.0,0.025089605734767026,0.020289855072463767,0.9041095890410958,17,0.375,CRUNCH
8,345.0,66.0,7.0,272.0,0.025089605734767026,0.020289855072463767,0.9041095890410958,17,0.4375,CRUNCH
9,349.0,71.0,6.0,272.0,0.02158273381294964,0.017191977077363897,0.922077922077922,17,0.5,CRUNCH
10,358.0,85.0,1.0,272.0,0.003663003663003663,0.002793296089385475,0.9883720930232558,17,0.5625,CRUNCH
11,362.0,90.0,0.0,272.0,0.0,0.0,1.0,17,0.625,CRUNCH
12,362.0,90.0,0.0,272.0,0.0,0.0,1.0,17,0.6875,CRUNCH
13,364.0,92.0,0.0,272.0,0.0,0.0,1.0,17,0.75,CRUNCH
14,364.0,92.0,0.0,272.0,0.0,0.0,1.0,17,0.8125,CRUNCH
15,368.0,96.0,0.0,272.0,0.0,0.0,1.0,17,0.875,CRUNCH
16,368.0,96.0,0.0,272.0,0.0,0.0,1.0,17,0.9375,CRUNCH
17,368.0,96.0,0.0,272.0,0.0,0.0,1.0,17,1.0,CRUNCH
2,0.0,0.0,0.0,0.0,/0,/0,/0,48,0.02127659574468085,SYNCOPE
3,548.0,0.0,282.0,266.0,0.5145985401459854,0.5145985401459854,0.0,48,0.0425531914893617,SYNCOPE
